   0.000000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.100000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.200000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.300000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.400000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.500000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.600000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.700000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.800000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.900000000000000E-001   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.100000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.110000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.120000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.130000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
   0.140000000000000E+000   0.000000000000000E+000   0.120000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.000000000000000E+000   0.100000000000000E+001   0.000000000000000E+000   0.120000000000000E+000   0.110000000000000E+001   0.151515151515152E+001
