       0  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
    1000  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001 -0.1000000000000000E+001  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001
    2000  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001 -0.1000000000000000E+001  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001
    3000  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001 -0.1000000000000000E+001  0.0000000000000000E+000  0.0000000000000000E+000 -0.1000000000000000E+001
